sku,product type,price,availability,number of products sold,revenue generated,customer demographics,stock levels,order date,lead times,order quantities,shipping date,shipping times,shipping carriers,shipping costs,supplier name,location,lead time,production volumes,manufacturing lead time,manufacturing costs,inspection results,defect rates,transportation modes,routes,costs
SKU613,cosmetics,22.7366906,27,314,7139.32085,Non-binary,67,02-10-2019,1,29,01-11-2019,3,Carrier C,5.220350914,Supplier 3,Mumbai,27,689,25,17.71408917,Pending,3.931388291,Road,Route A,197.2327499
SKU614,cosmetics,53.05681957,37,929,49289.78538,Female,7,07-06-2019,20,76,22-06-2019,6,Carrier C,8.178509863,Supplier 2,Delhi,9,790,18,23.14147404,Fail,2.78831388,Rail,Route A,604.3571499
SKU615,skincare,34.54460459,97,459,15855.97351,Non-binary,2,13-12-2020,9,65,31-12-2020,7,Carrier B,2.389060477,Supplier 1,Bangalore,13,605,9,101.3662505,Pass,2.444971915,Sea,Route B,125.2791492
SKU616,skincare,98.09596623,16,139,13635.33931,Female,74,14-07-2017,25,78,08-08-2017,6,Carrier C,4.476342192,Supplier 1,Delhi,19,292,3,7.880195569,Fail,0.163762157,Air,Route C,762.3315829
SKU617,cosmetics,85.4757352,10,445,38036.70216,Female,51,05-02-2018,25,89,16-02-2018,8,Carrier C,5.711865243,Supplier 1,Delhi,3,326,2,57.95028378,Pass,0.589754401,Sea,Route C,568.5223036
SKU618,cosmetics,6.015046752,17,640,3849.629921,Female,69,17-10-2016,2,27,25-10-2016,6,Carrier A,8.342707042,Supplier 2,Bangalore,2,258,11,29.98119025,Pending,1.882771344,Road,Route A,445.0792496
SKU619,skincare,49.645506,100,183,9085.127597,Unknown,45,10-09-2017,10,89,02-10-2017,3,Carrier A,4.920750458,Supplier 4,Chennai,19,694,16,83.62793381,Fail,3.467582312,Road,Route C,457.3131591
SKU620,haircare,12.30966285,35,1,12.30966285,Unknown,1,26-02-2019,11,89,12-03-2019,2,Carrier B,7.962661118,Supplier 1,Mumbai,12,998,25,27.99105344,Pending,4.278424584,Air,Route C,145.3596411
SKU621,skincare,21.59005441,42,914,19733.30973,Female,45,13-04-2017,1,29,19-05-2017,7,Carrier B,1.485580575,Supplier 5,Chennai,29,581,12,5.089860644,Pending,2.758447204,Rail,Route A,964.7576514
SKU622,haircare,11.97734658,30,14,167.6828521,Unknown,7,01-01-2020,12,84,13-01-2020,2,Carrier B,7.713131111,Supplier 1,Mumbai,10,1016,24,29.48159475,Pending,4.657340518,Air,Route C,155.1835234
SKU623,skincare,13.90713821,55,313,4352.93426,Non-binary,74,30-08-2018,18,101,14-09-2018,7,Carrier B,7.89908998,Supplier 3,Bangalore,8,603,11,80.31757446,Pass,1.264196963,Rail,Route B,947.9901592
SKU624,haircare,48.61133939,20,121,5881.972066,Unknown,26,26-02-2020,25,38,17-03-2020,7,Carrier C,9.476600035,Supplier 4,Kolkata,13,470,9,71.61053272,Fail,4.745824773,Air,Route A,155.6507821
SKU625,skincare,95.35282191,9,135,12872.63096,Female,63,19-11-2018,28,72,11-12-2018,6,Carrier C,4.950992686,Supplier 1,Delhi,16,333,3,8.101891311,Fail,0.170412305,Air,Route C,808.8041113
SKU626,haircare,57.24686274,61,200,11449.37255,Non-binary,22,27-09-2016,24,22,02-10-2016,1,Carrier B,6.011331936,Supplier 3,Bangalore,4,202,15,57.36615964,Pending,0.151758783,Air,Route C,354.6942674
SKU627,skincare,60.67267664,66,75,4550.450748,Non-binary,22,14-09-2018,13,57,15-10-2018,6,Carrier C,1.711210176,Supplier 5,Kolkata,25,960,17,35.57662815,Fail,4.979623502,Rail,Route A,230.5887042
SKU628,skincare,50.16417744,97,160,8026.26839,Female,31,26-06-2018,25,61,24-07-2018,4,Carrier C,7.562982263,Supplier 5,Bangalore,24,196,10,95.33565944,Fail,5.043872087,Road,Route A,686.181289
SKU629,cosmetics,23.88808767,32,327,7811.404669,Non-binary,57,12-06-2018,2,31,11-07-2018,3,Carrier C,5.436331722,Supplier 3,Mumbai,26,599,27,16.28334848,Pending,4.030566427,Road,Route A,199.5707822
SKU630,haircare,79.71683213,25,23,1833.487139,Non-binary,31,25-09-2016,18,4,09-10-2016,3,Carrier C,7.622414615,Supplier 2,Mumbai,11,122,16,23.31755327,Fail,1.812154637,Rail,Route B,735.0905667
SKU631,skincare,62.63742642,77,903,56561.59605,Non-binary,13,15-03-2020,5,49,10-04-2020,7,Carrier A,4.878884692,Supplier 3,Delhi,19,378,4,64.82275508,Fail,1.880658743,Road,Route B,110.1273441
SKU632,haircare,7.485435753,10,321,2402.824877,Male,64,11-03-2018,25,31,13-04-2018,7,Carrier B,8.16894512,Supplier 4,Kolkata,26,832,33,50.67953933,Pending,0.915982463,Road,Route C,857.2240319
SKU633,skincare,81.92105927,9,135,11059.343,Female,67,14-05-2019,28,78,08-06-2019,6,Carrier C,4.783763469,Supplier 1,Delhi,19,364,3,9.000883808,Fail,0.16303284,Air,Route C,775.1025026
SKU634,skincare,64.9325343,30,989,64218.27643,Unknown,14,06-04-2016,26,86,07-05-2016,1,Carrier A,6.539532126,Supplier 2,Chennai,30,1013,25,46.63515649,Pending,3.529959911,Rail,Route B,1021.105719
SKU635,haircare,65.54314079,56,812,53221.03032,Non-binary,48,05-10-2019,5,98,09-11-2019,4,Carrier B,3.050175511,Supplier 3,Mumbai,31,213,26,43.60716007,Pending,0.223126586,Road,Route B,179.6857842
SKU636,skincare,22.98431659,94,85,1953.66691,Non-binary,21,29-10-2017,23,78,27-11-2017,5,Carrier C,1.759498237,Supplier 1,Mumbai,24,845,25,12.79484135,Pass,1.123025275,Air,Route B,895.3640741
SKU637,skincare,24.79336065,5,957,23727.24614,Female,20,24-11-2017,9,23,25-12-2017,9,Carrier A,1.387858417,Supplier 3,Kolkata,22,842,13,35.13750926,Pending,2.450930994,Sea,Route A,168.5131939
SKU638,haircare,10.19705446,32,7,71.37938125,Unknown,0,21-11-2016,8,85,05-12-2016,2,Carrier B,7.551939241,Supplier 1,Mumbai,12,989,29,32.42007072,Pending,4.225175622,Air,Route C,146.988372
SKU639,skincare,58.2833745,36,986,57467.40725,Unknown,20,14-12-2020,28,81,31-12-2020,1,Carrier A,7.650123684,Supplier 2,Chennai,31,926,21,52.0850351,Pending,3.768536627,Rail,Route B,1017.175658
SKU640,skincare,36.4898647,96,592,21601.9999,Unknown,0,27-07-2016,27,16,08-08-2016,7,Carrier A,1.081830227,Supplier 1,Chennai,5,473,7,9.888770851,Pass,0.640346857,Road,Route B,516.6652531
SKU641,skincare,20.24723536,92,97,1963.98183,Non-binary,21,21-11-2018,21,87,19-12-2018,5,Carrier C,1.938687432,Supplier 1,Mumbai,23,859,31,13.30620932,Pass,1.077952915,Air,Route B,894.1268384
SKU642,haircare,5.791815505,51,954,5525.391992,Unknown,0,03-12-2016,5,49,31-12-2016,5,Carrier B,8.074426395,Supplier 5,Mumbai,23,860,23,70.13901919,Pending,4.319755371,Sea,Route C,329.6031739
SKU643,skincare,21.48353484,42,913,19614.46731,Female,45,31-10-2016,1,31,05-12-2016,7,Carrier B,1.473193718,Supplier 5,Chennai,28,536,9,5.054254273,Pending,2.970571193,Rail,Route A,817.013246
SKU644,skincare,35.06177865,95,470,16479.03597,Non-binary,14,01-03-2018,7,74,23-03-2018,7,Carrier B,2.53482746,Supplier 1,Bangalore,15,621,9,103.609101,Pass,2.286467592,Sea,Route B,128.2287713
SKU645,cosmetics,66.52135361,90,913,60733.99585,Male,103,12-04-2019,22,81,22-04-2019,7,Carrier B,8.045618617,Supplier 4,Delhi,3,174,26,38.97337401,Pending,0.587341377,Rail,Route B,997.200918
SKU646,cosmetics,2.229739868,8,397,885.2067275,Female,48,05-11-2016,16,21,24-11-2016,4,Carrier B,10.54192544,Supplier 1,Mumbai,15,206,6,58.00719787,Fail,0.805934232,Air,Route A,134.8911832
SKU647,haircare,26.67946428,57,884,23584.64642,Unknown,73,26-11-2019,1,59,30-12-2019,10,Carrier A,9.957968084,Supplier 4,Kolkata,24,806,30,47.25633874,Fail,2.486431015,Rail,Route C,192.0656753
SKU648,skincare,104.84938,0,821,86081.34097,Male,72,24-09-2018,10,11,05-10-2018,1,Carrier B,9.151737945,Supplier 1,Mumbai,10,716,28,9.691868111,Pending,1.91648469,Air,Route C,614.183989
SKU649,haircare,50.34075646,70,235,11830.07777,Unknown,4,31-10-2017,18,48,22-11-2017,1,Carrier B,8.320630192,Supplier 2,Delhi,21,636,28,67.49639847,Pending,2.690802154,Rail,Route A,513.9513335
SKU650,haircare,105.1931957,7,362,38079.93685,Male,56,14-01-2017,15,49,15-02-2017,4,Carrier B,6.09926533,Supplier 2,Bangalore,28,142,6,17.33532111,Pass,2.199763123,Rail,Route A,648.891547
SKU651,haircare,6.574047584,53,941,6186.178777,Unknown,6,11-06-2018,5,46,09-07-2018,5,Carrier B,7.756947499,Supplier 5,Mumbai,23,837,20,70.54016006,Pending,3.758047247,Sea,Route C,345.4661885
SKU652,skincare,67.0965282,73,73,4898.046559,Non-binary,20,06-05-2016,11,61,04-06-2016,6,Carrier C,1.883500793,Supplier 5,Kolkata,23,921,17,32.90162116,Fail,4.635322361,Rail,Route A,259.687793
SKU653,cosmetics,84.68555396,40,367,31079.5983,Male,17,13-12-2020,25,62,29-12-2020,5,Carrier B,1.662590135,Supplier 4,Chennai,11,415,3,45.1792804,Fail,4.204726644,Road,Route A,792.4643773
SKU654,haircare,82.49452899,20,86,7094.529493,Male,13,07-06-2018,5,52,14-07-2018,10,Carrier A,6.662076438,Supplier 3,Chennai,27,523,14,30.54634362,Fail,3.635951237,Sea,Route B,961.8964053
SKU655,skincare,7.948231766,72,276,2193.711967,Female,6,13-07-2016,6,78,18-07-2016,1,Carrier B,4.501406869,Supplier 1,Bangalore,4,435,24,78.55247857,Pass,0.958314649,Air,Route A,829.8987825
SKU656,skincare,99.81898114,1,823,82151.02148,Male,65,08-09-2020,10,15,21-09-2020,1,Carrier B,8.961587456,Supplier 1,Mumbai,12,696,25,9.25948891,Pending,2.093617102,Air,Route C,574.9815485
SKU657,cosmetics,78.99930908,57,735,58064.49218,Male,60,19-06-2019,20,90,17-07-2019,7,Carrier A,3.802367485,Supplier 2,Mumbai,21,1001,13,61.71060891,Pending,0.747173842,Sea,Route A,97.03304064
SKU658,cosmetics,51.63897158,43,284,14665.46793,Male,90,07-05-2020,26,15,17-05-2020,8,Carrier B,4.490263892,Supplier 2,Mumbai,2,698,26,60.70590695,Pass,0.343543118,Rail,Route B,212.572057
SKU659,skincare,7.270318299,78,274,1992.067214,Female,5,11-12-2018,5,73,13-12-2018,1,Carrier B,3.816381898,Supplier 1,Bangalore,1,376,24,76.40087044,Pass,1.113604418,Air,Route A,848.3261822
SKU660,haircare,38.78409719,28,153,5933.96687,Non-binary,5,13-05-2020,10,58,22-05-2020,8,Carrier B,1.268456778,Supplier 2,Bangalore,1,376,19,104.3250144,Fail,2.003537808,Rail,Route A,286.6153253
SKU661,cosmetics,73.60484974,92,268,19726.09973,Unknown,88,24-07-2018,2,38,15-08-2018,7,Carrier C,6.80223228,Supplier 2,Mumbai,15,770,14,22.29447409,Pass,1.933784353,Sea,Route C,343.0350171
SKU662,haircare,35.67063448,26,153,5457.607076,Non-binary,0,16-10-2018,10,55,25-10-2018,8,Carrier B,1.210470698,Supplier 2,Bangalore,1,370,16,100.9918751,Fail,1.823145966,Rail,Route A,285.1741203
SKU663,haircare,2.995388838,63,905,2710.826898,Female,34,25-09-2017,6,1,01-10-2017,5,Carrier A,4.896013423,Supplier 4,Delhi,1,928,12,76.9623732,Fail,0.42140216,Rail,Route A,326.521103
SKU664,cosmetics,3.225443792,96,981,3164.16036,Unknown,72,22-07-2017,26,67,12-08-2017,9,Carrier B,7.267676036,Supplier 2,Delhi,12,906,11,57.34023082,Pass,1.515663055,Rail,Route B,835.5415506
SKU665,skincare,91.02083701,22,562,51153.7104,Non-binary,44,09-04-2020,27,76,09-05-2020,5,Carrier B,2.14659582,Supplier 1,Kolkata,25,601,13,5.282550608,Pending,0.105611135,Air,Route B,899.1095401
SKU666,skincare,93.46766352,13,142,13272.40822,Female,81,14-04-2016,29,72,05-05-2016,6,Carrier C,4.306519488,Supplier 1,Delhi,15,321,7,8.722986613,Fail,0.153973195,Air,Route C,736.968892
SKU667,skincare,14.24353271,14,1003,14286.26331,Non-binary,57,26-12-2016,11,83,15-01-2017,2,Carrier C,7.989997765,Supplier 5,Kolkata,18,813,3,101.7253405,Pass,1.758601536,Road,Route B,761.9472161
SKU668,cosmetics,49.04811043,45,278,13635.3747,Male,91,28-08-2016,24,11,10-09-2016,8,Carrier B,4.293206327,Supplier 2,Mumbai,5,624,29,60.25949272,Pass,0.333386537,Rail,Route B,236.6643504
SKU669,cosmetics,76.77336476,7,445,34164.14732,Female,36,06-04-2018,28,89,17-04-2018,8,Carrier C,4.762634714,Supplier 1,Delhi,3,385,2,54.32626965,Pass,0.57894258,Sea,Route C,529.3476401
SKU670,haircare,3.699296158,59,69,255.2514349,Male,37,10-01-2017,18,7,27-01-2017,9,Carrier A,8.086057019,Supplier 4,Mumbai,8,576,13,71.89539922,Fail,3.056232599,Road,Route A,545.3197499
SKU671,cosmetics,51.13237153,76,700,35792.66007,Non-binary,62,03-10-2019,1,90,16-10-2019,5,Carrier B,9.907351835,Supplier 5,Mumbai,8,828,10,5.546517095,Pending,0.654749096,Air,Route B,314.0200508
SKU672,skincare,55.27535986,60,501,27692.95529,Non-binary,94,02-09-2018,2,23,12-09-2018,3,Carrier B,8.956835503,Supplier 4,Kolkata,7,879,8,83.78026382,Pending,1.309905899,Air,Route A,204.7008227
SKU673,skincare,82.04866379,46,778,63833.86043,Unknown,85,05-06-2016,13,59,11-07-2016,4,Carrier C,6.562786036,Supplier 3,Kolkata,32,758,9,31.21208294,Pass,2.136948632,Road,Route A,755.1703713
SKU674,skincare,58.90337325,84,887,52247.29207,Non-binary,19,24-10-2019,6,40,17-11-2019,7,Carrier A,5.183420464,Supplier 3,Delhi,17,371,4,58.75836956,Fail,1.745982603,Road,Route B,117.5222463
SKU675,skincare,14.69722268,55,324,4761.900147,Non-binary,71,24-12-2018,20,95,08-01-2019,7,Carrier B,6.974575364,Supplier 3,Bangalore,8,561,9,83.63006336,Pass,1.209401816,Rail,Route B,992.4352942
SKU676,haircare,74.5802705,68,663,49446.71934,Unknown,21,08-12-2016,16,28,02-01-2017,9,Carrier B,9.490637039,Supplier 4,Mumbai,16,427,28,54.83979571,Pending,1.279751447,Air,Route A,771.0750862
SKU677,skincare,15.70642336,18,381,5984.147299,Female,44,22-10-2020,29,68,30-11-2020,8,Carrier C,4.610770637,Supplier 4,Mumbai,31,883,25,92.42733863,Fail,2.927035308,Rail,Route A,448.4894745
SKU678,cosmetics,92.74913063,84,485,44983.32835,Non-binary,66,16-09-2019,31,77,15-10-2019,9,Carrier A,6.580543842,Supplier 1,Bangalore,20,139,10,57.47283194,Pending,2.952654518,Rail,Route B,731.1548494
SKU679,skincare,72.84870379,97,936,68186.38675,Female,81,18-08-2017,20,41,12-09-2017,8,Carrier C,7.85689775,Supplier 1,Kolkata,17,829,3,92.09391573,Pending,4.608009677,Road,Route A,566.2420213
SKU680,skincare,89.95685524,12,130,11694.39118,Female,63,30-07-2019,29,73,23-08-2019,6,Carrier C,4.530015638,Supplier 1,Delhi,18,335,3,8.510830761,Fail,0.166136732,Air,Route C,773.1609604
SKU681,haircare,6.019692106,47,943,5676.569656,Unknown,5,20-06-2017,5,46,22-07-2017,5,Carrier B,8.127144099,Supplier 5,Mumbai,27,828,24,69.6518939,Pending,4.502340078,Sea,Route C,352.0374747
SKU682,haircare,12.04958936,9,601,7241.803207,Unknown,32,10-11-2016,27,80,20-11-2016,9,Carrier B,3.891584115,Supplier 5,Mumbai,1,249,22,25.65968996,Pending,0.341872754,Air,Route A,674.9154215
SKU683,haircare,1.692958829,83,140,237.014236,Non-binary,84,25-09-2017,25,67,06-10-2017,3,Carrier B,4.298406183,Supplier 4,Bangalore,8,132,14,51.55313491,Fail,2.688822543,Road,Route A,217.8159644
SKU684,cosmetics,4.496198588,26,381,1713.051662,Unknown,82,27-10-2019,4,30,15-11-2019,7,Carrier A,2.687302209,Supplier 5,Kolkata,12,558,27,105.3740964,Pending,1.474608556,Rail,Route A,205.1265298
SKU685,skincare,14.78226615,55,322,4759.889701,Non-binary,61,08-08-2020,20,99,22-08-2020,7,Carrier B,7.903248203,Supplier 3,Bangalore,7,544,7,86.61683024,Pass,1.231819061,Rail,Route B,938.3709735
SKU686,cosmetics,6.091593373,14,646,3935.169319,Female,85,18-01-2017,3,25,25-01-2017,6,Carrier A,9.14302635,Supplier 2,Bangalore,1,255,10,29.02502312,Pending,1.989400817,Road,Route A,432.4852712
SKU687,cosmetics,100.3153337,8,143,14345.09272,Unknown,93,23-08-2018,3,32,25-09-2018,8,Carrier B,10.68520209,Supplier 1,Kolkata,25,393,12,48.94444191,Pending,1.879767721,Rail,Route B,537.9194529
SKU688,haircare,28.8654438,58,150,4329.816569,Male,96,10-04-2019,5,56,27-04-2019,1,Carrier A,4.744142329,Supplier 5,Bangalore,16,720,31,14.77735697,Pending,1.765666591,Road,Route A,708.0964197
SKU689,haircare,49.15859961,62,233,11453.95371,Unknown,10,09-03-2017,16,56,30-03-2017,1,Carrier B,9.522273856,Supplier 2,Delhi,20,561,25,63.61777666,Pending,2.466762996,Rail,Route A,501.5789242
SKU690,skincare,49.39099398,99,187,9236.115874,Unknown,56,28-07-2018,12,99,22-08-2018,3,Carrier A,4.971992819,Supplier 4,Chennai,22,720,16,84.66053456,Fail,3.711530041,Road,Route C,483.5315072
SKU691,skincare,97.40154519,27,113,11006.37461,Non-binary,14,09-03-2016,21,61,14-04-2016,10,Carrier C,2.7112421,Supplier 1,Chennai,26,767,12,48.08946286,Pass,2.197918021,Air,Route C,860.272052
SKU692,haircare,3.665267756,54,62,227.2466009,Male,43,22-12-2020,20,9,31-12-2020,9,Carrier A,8.585409431,Supplier 4,Mumbai,11,501,12,61.11797889,Fail,3.215473798,Road,Route A,568.1910795
SKU693,haircare,7.516766354,14,319,2397.848467,Male,54,22-10-2017,28,40,23-11-2017,7,Carrier B,8.218894163,Supplier 4,Kolkata,25,813,31,46.94827233,Pending,0.911133785,Road,Route C,805.2587362
SKU694,haircare,8.306633618,11,334,2774.415629,Male,50,23-12-2018,27,36,24-01-2019,7,Carrier B,9.412799394,Supplier 4,Kolkata,25,836,31,50.4194861,Pending,0.914222893,Road,Route C,941.4937701
SKU695,haircare,3.353499907,69,912,3058.391915,Female,38,21-01-2018,4,5,27-01-2018,5,Carrier A,5.426538391,Supplier 4,Delhi,1,906,9,84.50948792,Fail,0.413013908,Rail,Route A,346.9912168
SKU696,skincare,20.07315996,28,182,3653.315113,Female,70,20-04-2020,30,37,25-05-2020,3,Carrier A,5.994422311,Supplier 2,Kolkata,32,797,8,8.673558827,Fail,1.374303196,Air,Route B,643.6405522
SKU697,haircare,31.70032684,5,24,760.8078441,Male,90,26-01-2018,9,49,24-02-2018,6,Carrier B,5.515306488,Supplier 2,Chennai,23,802,25,62.71741743,Pass,3.147416265,Rail,Route A,469.091546
SKU698,skincare,58.60964557,67,86,5040.429519,Non-binary,14,27-10-2018,11,57,27-11-2018,6,Carrier C,1.662247215,Supplier 5,Kolkata,25,981,17,38.85521294,Fail,5.048573952,Rail,Route A,235.6888848
SKU699,haircare,68.26059466,6,771,52628.91848,Unknown,40,20-09-2016,4,7,25-10-2016,5,Carrier B,4.123539118,Supplier 3,Delhi,30,659,1,20.26181167,Pending,2.56123932,Rail,Route B,277.6254236
SKU700,cosmetics,6.453045317,18,640,4129.949003,Female,82,28-09-2019,1,28,05-10-2019,6,Carrier A,10.07071083,Supplier 2,Bangalore,1,258,10,27.75561851,Pending,2.027778275,Road,Route A,440.5458044
SKU701,cosmetics,2.63369831,15,400,1053.479324,Female,55,03-12-2016,13,22,21-12-2016,4,Carrier B,9.857825471,Supplier 1,Mumbai,14,134,5,58.87871457,Fail,0.776858739,Air,Route A,119.3113604
SKU702,haircare,80.87210527,60,676,54669.54317,Unknown,16,13-02-2017,12,24,14-03-2017,9,Carrier B,8.738932066,Supplier 4,Mumbai,20,448,23,62.72052086,Pending,1.309694583,Air,Route A,835.4009106
SKU703,cosmetics,63.23858803,59,611,38638.77729,Non-binary,4,12-12-2019,17,90,23-12-2019,9,Carrier C,5.032201562,Supplier 5,Chennai,2,288,22,23.16670807,Fail,3.84000147,Sea,Route A,396.3492283
SKU704,cosmetics,98.9925808,87,480,47516.43878,Non-binary,53,19-08-2017,30,79,16-09-2017,9,Carrier A,7.218721039,Supplier 1,Bangalore,19,151,8,56.52700143,Pending,3.006559163,Rail,Route B,674.9674641
SKU705,skincare,5.01446823,27,875,4387.659701,Non-binary,7,18-07-2017,4,52,29-07-2017,8,Carrier A,4.046199823,Supplier 1,Delhi,3,379,1,97.32414012,Fail,3.450731516,Air,Route A,844.6463957
SKU706,cosmetics,70.10367143,75,155,10866.06907,Female,3,10-03-2019,11,17,31-03-2019,7,Carrier C,3.288510863,Supplier 4,Mumbai,14,784,10,10.37373599,Pending,2.852524905,Sea,Route B,523.3409954
SKU707,skincare,25.38290887,52,712,18072.63111,Female,22,07-12-2016,17,16,09-01-2017,8,Carrier A,2.368974576,Supplier 5,Kolkata,25,839,31,45.50965387,Fail,3.560637775,Road,Route A,370.472109
SKU708,cosmetics,80.34518459,40,376,30209.78941,Male,18,16-11-2020,27,66,05-12-2020,5,Carrier B,1.632707682,Supplier 4,Chennai,14,476,4,47.43900154,Fail,4.947282178,Road,Route A,907.5551002
SKU709,cosmetics,6.204176319,12,627,3890.018552,Female,86,03-09-2018,1,31,13-09-2018,6,Carrier A,10.12223993,Supplier 2,Bangalore,4,303,7,28.32230368,Pending,2.220424531,Road,Route A,377.1660867
SKU710,haircare,28.54497084,58,157,4481.560422,Male,106,27-05-2017,3,50,17-06-2017,1,Carrier A,4.878070366,Supplier 5,Bangalore,20,687,26,13.3983249,Pending,1.825026815,Road,Route A,746.118781
SKU711,haircare,74.14629586,70,666,49381.43304,Unknown,13,27-01-2018,14,23,22-02-2018,9,Carrier B,8.444946707,Supplier 4,Mumbai,17,468,27,61.16646089,Pending,1.298233582,Air,Route A,855.9469669
SKU712,haircare,81.91103675,60,666,54552.75048,Unknown,9,07-12-2016,16,25,05-01-2017,9,Carrier B,8.560654019,Supplier 4,Mumbai,20,429,24,63.39585361,Pending,1.125822887,Air,Route A,805.841446
SKU713,skincare,13.18191018,57,317,4178.665527,Non-binary,67,17-10-2018,19,96,31-10-2018,7,Carrier B,7.017090142,Supplier 3,Bangalore,7,575,9,83.52197397,Pass,1.327634054,Rail,Route B,925.5109814
SKU714,skincare,100.2836973,29,567,56860.85638,Non-binary,51,30-11-2019,27,75,01-01-2020,5,Carrier B,1.902854011,Supplier 1,Kolkata,27,513,14,6.214895678,Pending,0.099566886,Air,Route B,964.4149265
SKU715,cosmetics,48.2091869,35,925,44593.49788,Female,12,06-06-2016,20,73,21-06-2016,6,Carrier C,7.807436749,Supplier 2,Delhi,9,884,17,24.68754475,Fail,3.123480248,Rail,Route A,626.0337593
SKU716,skincare,19.71792627,85,97,1912.638848,Non-binary,15,11-07-2016,24,80,09-08-2016,5,Carrier C,1.934813321,Supplier 1,Mumbai,24,784,26,13.98089225,Pass,1.164233884,Air,Route B,882.4735852
SKU717,skincare,83.84453554,73,869,72860.90138,Unknown,43,16-10-2017,13,43,27-10-2017,2,Carrier C,2.64841788,Supplier 3,Chennai,9,214,8,76.38061146,Fail,3.056608413,Sea,Route B,857.6157666
SKU718,haircare,88.12376314,99,626,55165.47573,Unknown,82,23-12-2019,26,85,25-01-2020,10,Carrier A,9.013600558,Supplier 5,Chennai,23,629,24,31.72542403,Pass,4.779523435,Air,Route B,479.9408707
SKU719,haircare,6.802933561,54,939,6387.954613,Unknown,0,21-10-2017,3,53,20-11-2017,5,Carrier B,8.449370566,Supplier 5,Mumbai,25,819,23,78.21937153,Pending,4.224493036,Sea,Route C,344.4414792
SKU720,haircare,75.00734294,83,113,8475.829752,Unknown,57,12-03-2018,17,69,04-04-2018,1,Carrier C,7.692349151,Supplier 4,Chennai,22,781,21,36.11087829,Fail,4.096153222,Air,Route A,782.4334917
SKU721,haircare,29.94706889,56,886,26533.10303,Unknown,78,06-12-2016,1,65,07-01-2017,10,Carrier A,8.899210112,Supplier 4,Kolkata,22,829,31,47.42507411,Fail,2.750606736,Rail,Route C,187.3829749
SKU722,haircare,33.89291336,18,611,20708.57006,Unknown,10,21-08-2017,10,50,15-09-2017,8,Carrier C,4.621160079,Supplier 2,Kolkata,17,370,18,27.33345008,Pending,2.413729927,Sea,Route A,563.6043526
